vaccination_id,animal_id,vaccine,disease_covered,date_given,next_due_date,batch_number,administered_by,status,schedule
VC0690,DS168,LSD,Lumpy Skin Disease,2026-08-19,2027-08-19,LSD-2531,Dr. S. Joshi,Completed,Every 12 months
VC0691,DS169,FMD,Foot-and-Mouth Disease,2026-05-29,2026-11-27,FMD-2521,Dr. R. Deshpande,Completed,Every 6 months
VC0692,DS169,HS,Haemorrhagic Septicaemia,2025-10-16,2026-10-16,HS-2608,Dr. R. Deshpande,Scheduled,Every 12 months
VC0693,DS169,BQ,Black Quarter,2025-10-15,2026-10-15,BQ-2558,Dr. M. Sawant,Scheduled,Every 12 months
VC0694,DS169,LSD,Lumpy Skin Disease,2026-05-08,2027-05-08,LSD-2503,Dr. M. Sawant,Completed,Every 12 months
VC0695,DS170,FMD,Foot-and-Mouth Disease,2026-05-29,2026-11-27,FMD-2533,Dr. V. Thorat,Completed,Every 6 months
VC0696,DS170,HS,Haemorrhagic Septicaemia,2025-09-26,2026-09-26,HS-2515,Dr. P. Naik,Scheduled,Every 12 months
VC0697,DS170,BQ,Black Quarter,2026-04-19,2027-04-19,BQ-2579,Dr. P. Naik,Completed,Every 12 months
VC0698,DS170,LSD,Lumpy Skin Disease,2026-03-31,2027-03-31,LSD-2528,Dr. A. Kulkarni,Completed,Every 12 months
VC0699,DS171,FMD,Foot-and-Mouth Disease,2026-08-24,2027-02-22,FMD-2588,Dr. S. Joshi,Completed,Every 6 months
VC0700,DS171,HS,Haemorrhagic Septicaemia,2026-08-04,2027-08-04,HS-2558,Dr. V. Thorat,Completed,Every 12 months
VC0701,DS171,BQ,Black Quarter,2026-08-31,2027-08-31,BQ-2555,Dr. S. Joshi,Completed,Every 12 months
VC0702,DS171,LSD,Lumpy Skin Disease,2026-09-01,2027-09-01,LSD-2523,Dr. V. Thorat,Completed,Every 12 months
VC0703,DS172,FMD,Foot-and-Mouth Disease,2026-04-01,2026-09-30,FMD-2560,Dr. V. Thorat,Scheduled,Every 6 months
VC0704,DS172,HS,Haemorrhagic Septicaemia,2026-08-11,2027-08-11,HS-2552,Dr. R. Deshpande,Completed,Every 12 months
VC0705,DS172,BQ,Black Quarter,2026-03-16,2027-03-16,BQ-2594,Dr. P. Naik,Completed,Every 12 months
VC0706,DS172,Brucellosis,Brucellosis,2026-04-15,,Brucellosis-2563,Dr. R. Deshpande,Completed,One-time (calfhood)
VC0707,DS172,LSD,Lumpy Skin Disease,,,,,Due,
VC0708,DS173,FMD,Foot-and-Mouth Disease,2026-05-26,2026-11-24,FMD-2595,Dr. P. Naik,Completed,Every 6 months
VC0709,DS173,HS,Haemorrhagic Septicaemia,2026-07-20,2027-07-20,HS-2586,Dr. M. Sawant,Completed,Every 12 months
VC0710,DS173,BQ,Black Quarter,2026-04-02,2027-04-02,BQ-2569,Dr. A. Kulkarni,Completed,Every 12 months
VC0711,DS173,LSD,Lumpy Skin Disease,,,,,Due,
VC0712,DS174,FMD,Foot-and-Mouth Disease,2026-07-02,2026-12-31,FMD-2530,Dr. M. Sawant,Completed,Every 6 months
VC0713,DS174,HS,Haemorrhagic Septicaemia,2025-10-26,2026-10-26,HS-2578,Dr. P. Naik,Completed,Every 12 months
VC0714,DS174,BQ,Black Quarter,2026-05-08,2027-05-08,BQ-2568,Dr. P. Naik,Completed,Every 12 months
VC0715,DS174,LSD,Lumpy Skin Disease,2025-09-28,2026-09-28,LSD-2592,Dr. S. Joshi,Scheduled,Every 12 months
VC0716,DS175,FMD,Foot-and-Mouth Disease,2026-04-21,2026-10-20,FMD-2513,Dr. A. Kulkarni,Scheduled,Every 6 months
VC0717,DS175,HS,Haemorrhagic Septicaemia,2025-10-22,2026-10-22,HS-2503,Dr. M. Sawant,Completed,Every 12 months
VC0718,DS175,BQ,Black Quarter,2026-01-11,2027-01-11,BQ-2592,Dr. A. Kulkarni,Completed,Every 12 months
VC0719,DS175,LSD,Lumpy Skin Disease,,,,,Due,
VC0720,DS176,FMD,Foot-and-Mouth Disease,2026-08-12,2027-02-10,FMD-2541,Dr. P. Naik,Completed,Every 6 months
VC0721,DS176,HS,Haemorrhagic Septicaemia,2025-10-14,2026-10-14,HS-2528,Dr. S. Joshi,Scheduled,Every 12 months
VC0722,DS176,BQ,Black Quarter,2025-11-15,2026-11-15,BQ-2610,Dr. V. Thorat,Completed,Every 12 months
VC0723,DS176,LSD,Lumpy Skin Disease,2025-09-27,2026-09-27,LSD-2564,Dr. P. Naik,Scheduled,Every 12 months
VC0724,DS177,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0725,DS177,HS,Haemorrhagic Septicaemia,2026-08-19,2027-08-19,HS-2600,Dr. A. Kulkarni,Completed,Every 12 months
VC0726,DS177,BQ,Black Quarter,2026-05-21,2027-05-21,BQ-2532,Dr. P. Naik,Completed,Every 12 months
VC0727,DS177,Brucellosis,Brucellosis,,,,,Due,
VC0728,DS177,LSD,Lumpy Skin Disease,2025-10-09,2026-10-09,LSD-2528,Dr. A. Kulkarni,Scheduled,Every 12 months
VC0729,DS178,FMD,Foot-and-Mouth Disease,2026-07-14,2027-01-12,FMD-2564,Dr. M. Sawant,Completed,Every 6 months
VC0730,DS178,HS,Haemorrhagic Septicaemia,2026-08-18,2027-08-18,HS-2503,Dr. A. Kulkarni,Completed,Every 12 months
VC0731,DS178,BQ,Black Quarter,2026-04-18,2027-04-18,BQ-2513,Dr. P. Naik,Completed,Every 12 months
VC0732,DS178,LSD,Lumpy Skin Disease,,,,,Due,
VC0733,DS179,FMD,Foot-and-Mouth Disease,2026-04-23,2026-10-22,FMD-2612,Dr. A. Kulkarni,Completed,Every 6 months
VC0734,DS179,HS,Haemorrhagic Septicaemia,2025-10-03,2026-10-03,HS-2570,Dr. M. Sawant,Scheduled,Every 12 months
VC0735,DS179,BQ,Black Quarter,2026-08-08,2027-08-08,BQ-2559,Dr. P. Naik,Completed,Every 12 months
VC0736,DS179,LSD,Lumpy Skin Disease,2026-03-26,2027-03-26,LSD-2543,Dr. R. Deshpande,Completed,Every 12 months
VC0737,DS180,FMD,Foot-and-Mouth Disease,2026-06-07,2026-12-06,FMD-2572,Dr. A. Kulkarni,Completed,Every 6 months
VC0738,DS180,HS,Haemorrhagic Septicaemia,2026-06-27,2027-06-27,HS-2528,Dr. S. Joshi,Completed,Every 12 months
VC0739,DS180,BQ,Black Quarter,2025-10-20,2026-10-20,BQ-2574,Dr. R. Deshpande,Scheduled,Every 12 months
VC0740,DS180,LSD,Lumpy Skin Disease,2025-12-14,2026-12-14,LSD-2553,Dr. R. Deshpande,Completed,Every 12 months
VC0741,DS181,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0742,DS181,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0743,DS181,BQ,Black Quarter,2026-07-30,2027-07-30,BQ-2610,Dr. V. Thorat,Completed,Every 12 months
VC0744,DS181,LSD,Lumpy Skin Disease,,,,,Due,
VC0745,DS182,FMD,Foot-and-Mouth Disease,2026-04-09,2026-10-08,FMD-2537,Dr. V. Thorat,Scheduled,Every 6 months
VC0746,DS182,HS,Haemorrhagic Septicaemia,2026-01-29,2027-01-29,HS-2594,Dr. V. Thorat,Completed,Every 12 months
VC0747,DS182,BQ,Black Quarter,2025-12-21,2026-12-21,BQ-2596,Dr. R. Deshpande,Completed,Every 12 months
VC0748,DS182,LSD,Lumpy Skin Disease,2026-07-05,2027-07-05,LSD-2558,Dr. R. Deshpande,Completed,Every 12 months
VC0749,DS183,FMD,Foot-and-Mouth Disease,2026-05-23,2026-11-21,FMD-2532,Dr. M. Sawant,Completed,Every 6 months
VC0750,DS183,HS,Haemorrhagic Septicaemia,2026-09-07,2027-09-07,HS-2561,Dr. P. Naik,Completed,Every 12 months
VC0751,DS184,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0752,DS184,HS,Haemorrhagic Septicaemia,2026-05-25,2027-05-25,HS-2601,Dr. R. Deshpande,Completed,Every 12 months
VC0753,DS184,BQ,Black Quarter,2026-06-13,2027-06-13,BQ-2571,Dr. P. Naik,Completed,Every 12 months
VC0754,DS184,LSD,Lumpy Skin Disease,2026-08-06,2027-08-06,LSD-2605,Dr. R. Deshpande,Completed,Every 12 months
VC0755,DS185,FMD,Foot-and-Mouth Disease,2026-03-30,2026-09-28,FMD-2528,Dr. A. Kulkarni,Scheduled,Every 6 months
VC0756,DS185,HS,Haemorrhagic Septicaemia,2025-09-29,2026-09-29,HS-2563,Dr. R. Deshpande,Scheduled,Every 12 months
VC0757,DS185,BQ,Black Quarter,2026-08-13,2027-08-13,BQ-2535,Dr. A. Kulkarni,Completed,Every 12 months
VC0758,DS185,LSD,Lumpy Skin Disease,2026-01-21,2027-01-21,LSD-2545,Dr. S. Joshi,Completed,Every 12 months
VC0759,DS186,FMD,Foot-and-Mouth Disease,2026-03-29,2026-09-27,FMD-2576,Dr. A. Kulkarni,Scheduled,Every 6 months
VC0760,DS186,HS,Haemorrhagic Septicaemia,2026-03-10,2027-03-10,HS-2587,Dr. M. Sawant,Completed,Every 12 months
VC0761,DS186,BQ,Black Quarter,2026-06-11,2027-06-11,BQ-2575,Dr. A. Kulkarni,Completed,Every 12 months
VC0762,DS186,LSD,Lumpy Skin Disease,2026-04-13,2027-04-13,LSD-2598,Dr. P. Naik,Completed,Every 12 months
VC0763,DS187,FMD,Foot-and-Mouth Disease,2026-05-04,2026-11-02,FMD-2531,Dr. M. Sawant,Completed,Every 6 months
VC0764,DS187,HS,Haemorrhagic Septicaemia,2026-01-15,2027-01-15,HS-2562,Dr. S. Joshi,Completed,Every 12 months
VC0765,DS187,BQ,Black Quarter,2026-04-21,2027-04-21,BQ-2586,Dr. V. Thorat,Completed,Every 12 months
VC0766,DS187,LSD,Lumpy Skin Disease,2026-03-08,2027-03-08,LSD-2563,Dr. A. Kulkarni,Completed,Every 12 months
VC0767,DS188,FMD,Foot-and-Mouth Disease,2026-09-09,2027-03-10,FMD-2541,Dr. A. Kulkarni,Completed,Every 6 months
VC0768,DS188,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0769,DS188,BQ,Black Quarter,2026-03-20,2027-03-20,BQ-2578,Dr. P. Naik,Completed,Every 12 months
VC0770,DS188,Brucellosis,Brucellosis,2026-01-27,,Brucellosis-2610,Dr. P. Naik,Completed,One-time (calfhood)
VC0771,DS188,LSD,Lumpy Skin Disease,2026-01-05,2027-01-05,LSD-2549,Dr. R. Deshpande,Completed,Every 12 months
VC0772,DS189,FMD,Foot-and-Mouth Disease,2026-04-28,2026-10-27,FMD-2583,Dr. S. Joshi,Completed,Every 6 months
VC0773,DS189,HS,Haemorrhagic Septicaemia,2026-05-06,2027-05-06,HS-2598,Dr. A. Kulkarni,Completed,Every 12 months
VC0774,DS189,BQ,Black Quarter,,,,,Due,
VC0775,DS189,LSD,Lumpy Skin Disease,2025-11-09,2026-11-09,LSD-2612,Dr. M. Sawant,Completed,Every 12 months
VC0776,DS190,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0777,DS190,HS,Haemorrhagic Septicaemia,2026-05-26,2027-05-26,HS-2521,Dr. M. Sawant,Completed,Every 12 months
VC0778,DS190,BQ,Black Quarter,2025-10-01,2026-10-01,BQ-2547,Dr. V. Thorat,Scheduled,Every 12 months
VC0779,DS190,LSD,Lumpy Skin Disease,,,,,Due,
VC0780,DS191,FMD,Foot-and-Mouth Disease,2026-04-08,2026-10-07,FMD-2514,Dr. P. Naik,Scheduled,Every 6 months
VC0781,DS191,HS,Haemorrhagic Septicaemia,2026-02-21,2027-02-21,HS-2537,Dr. R. Deshpande,Completed,Every 12 months
VC0782,DS191,BQ,Black Quarter,2026-06-09,2027-06-09,BQ-2565,Dr. V. Thorat,Completed,Every 12 months
VC0783,DS191,LSD,Lumpy Skin Disease,,,,,Due,
VC0784,DS192,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0785,DS192,HS,Haemorrhagic Septicaemia,2025-10-28,2026-10-28,HS-2557,Dr. P. Naik,Completed,Every 12 months
VC0786,DS192,BQ,Black Quarter,2026-03-23,2027-03-23,BQ-2533,Dr. R. Deshpande,Completed,Every 12 months
VC0787,DS192,LSD,Lumpy Skin Disease,,,,,Due,
VC0788,DS193,FMD,Foot-and-Mouth Disease,2026-03-28,2026-09-26,FMD-2588,Dr. V. Thorat,Scheduled,Every 6 months
VC0789,DS193,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0790,DS193,BQ,Black Quarter,,,,,Due,
VC0791,DS193,Brucellosis,Brucellosis,2026-01-02,,Brucellosis-2529,Dr. P. Naik,Completed,One-time (calfhood)
VC0792,DS193,LSD,Lumpy Skin Disease,2026-04-25,2027-04-25,LSD-2544,Dr. S. Joshi,Completed,Every 12 months
VC0793,DS194,FMD,Foot-and-Mouth Disease,2026-06-19,2026-12-18,FMD-2503,Dr. M. Sawant,Completed,Every 6 months
VC0794,DS194,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0795,DS194,BQ,Black Quarter,2026-03-16,2027-03-16,BQ-2542,Dr. A. Kulkarni,Completed,Every 12 months
VC0796,DS194,LSD,Lumpy Skin Disease,2026-06-18,2027-06-18,LSD-2516,Dr. M. Sawant,Completed,Every 12 months
VC0797,DS195,FMD,Foot-and-Mouth Disease,2026-09-05,2027-03-06,FMD-2550,Dr. P. Naik,Completed,Every 6 months
VC0798,DS195,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0799,DS195,BQ,Black Quarter,,,,,Due,
VC0800,DS195,LSD,Lumpy Skin Disease,2025-10-28,2026-10-28,LSD-2579,Dr. S. Joshi,Completed,Every 12 months
VC0801,DS196,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0802,DS196,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0803,DS196,BQ,Black Quarter,2026-07-22,2027-07-22,BQ-2533,Dr. P. Naik,Completed,Every 12 months
VC0804,DS196,LSD,Lumpy Skin Disease,2025-09-23,2026-09-23,LSD-2505,Dr. A. Kulkarni,Scheduled,Every 12 months
VC0805,DS197,FMD,Foot-and-Mouth Disease,2026-05-18,2026-11-16,FMD-2561,Dr. A. Kulkarni,Completed,Every 6 months
VC0806,DS197,HS,Haemorrhagic Septicaemia,2025-12-31,2026-12-31,HS-2612,Dr. A. Kulkarni,Completed,Every 12 months
VC0807,DS197,BQ,Black Quarter,2026-06-23,2027-06-23,BQ-2542,Dr. P. Naik,Completed,Every 12 months
VC0808,DS197,LSD,Lumpy Skin Disease,2026-03-06,2027-03-06,LSD-2587,Dr. S. Joshi,Completed,Every 12 months
VC0809,DS198,FMD,Foot-and-Mouth Disease,2026-04-26,2026-10-25,FMD-2567,Dr. A. Kulkarni,Completed,Every 6 months
VC0810,DS198,HS,Haemorrhagic Septicaemia,2025-10-20,2026-10-20,HS-2577,Dr. P. Naik,Scheduled,Every 12 months
VC0811,DS198,BQ,Black Quarter,2025-10-17,2026-10-17,BQ-2544,Dr. S. Joshi,Scheduled,Every 12 months
VC0812,DS198,LSD,Lumpy Skin Disease,2026-03-22,2027-03-22,LSD-2555,Dr. P. Naik,Completed,Every 12 months
VC0813,DS199,FMD,Foot-and-Mouth Disease,2026-09-02,2027-03-03,FMD-2600,Dr. M. Sawant,Completed,Every 6 months
VC0814,DS199,HS,Haemorrhagic Septicaemia,2025-12-11,2026-12-11,HS-2608,Dr. R. Deshpande,Completed,Every 12 months
VC0815,DS199,BQ,Black Quarter,2025-11-25,2026-11-25,BQ-2588,Dr. R. Deshpande,Completed,Every 12 months
VC0816,DS199,LSD,Lumpy Skin Disease,2026-02-05,2027-02-05,LSD-2578,Dr. A. Kulkarni,Completed,Every 12 months
VC0817,DS200,FMD,Foot-and-Mouth Disease,2026-08-10,2027-02-08,FMD-2560,Dr. P. Naik,Completed,Every 6 months
VC0818,DS200,HS,Haemorrhagic Septicaemia,2026-03-28,2027-03-28,HS-2501,Dr. R. Deshpande,Completed,Every 12 months
VC0819,DS200,BQ,Black Quarter,2025-12-11,2026-12-11,BQ-2598,Dr. P. Naik,Completed,Every 12 months
VC0820,DS200,LSD,Lumpy Skin Disease,2025-12-22,2026-12-22,LSD-2610,Dr. R. Deshpande,Completed,Every 12 months
VC0821,DS201,FMD,Foot-and-Mouth Disease,2026-05-27,2026-11-25,FMD-2572,Dr. V. Thorat,Completed,Every 6 months
VC0822,DS201,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0823,DS201,BQ,Black Quarter,2025-11-17,2026-11-17,BQ-2600,Dr. M. Sawant,Completed,Every 12 months
VC0824,DS201,LSD,Lumpy Skin Disease,2026-03-11,2027-03-11,LSD-2600,Dr. V. Thorat,Completed,Every 12 months
VC0825,DS202,FMD,Foot-and-Mouth Disease,2026-08-07,2027-02-05,FMD-2580,Dr. R. Deshpande,Completed,Every 6 months
VC0826,DS202,HS,Haemorrhagic Septicaemia,2026-02-27,2027-02-27,HS-2584,Dr. V. Thorat,Completed,Every 12 months
VC0827,DS202,BQ,Black Quarter,2026-08-24,2027-08-24,BQ-2592,Dr. P. Naik,Completed,Every 12 months
VC0828,DS202,LSD,Lumpy Skin Disease,,,,,Due,
VC0829,DS203,FMD,Foot-and-Mouth Disease,2026-07-16,2027-01-14,FMD-2541,Dr. R. Deshpande,Completed,Every 6 months
VC0830,DS203,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0831,DS203,BQ,Black Quarter,,,,,Due,
VC0832,DS203,LSD,Lumpy Skin Disease,2026-05-08,2027-05-08,LSD-2577,Dr. V. Thorat,Completed,Every 12 months
VC0833,DS204,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0834,DS204,HS,Haemorrhagic Septicaemia,2025-12-02,2026-12-02,HS-2558,Dr. S. Joshi,Completed,Every 12 months
VC0835,DS204,BQ,Black Quarter,2025-09-21,2026-09-21,BQ-2540,Dr. A. Kulkarni,Due,Every 12 months
VC0836,DS204,LSD,Lumpy Skin Disease,,,,,Due,
VC0837,DS205,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0838,DS205,HS,Haemorrhagic Septicaemia,2025-11-29,2026-11-29,HS-2582,Dr. M. Sawant,Completed,Every 12 months
VC0839,DS205,BQ,Black Quarter,2026-08-02,2027-08-02,BQ-2564,Dr. A. Kulkarni,Completed,Every 12 months
VC0840,DS205,Brucellosis,Brucellosis,2026-02-06,,Brucellosis-2596,Dr. A. Kulkarni,Completed,One-time (calfhood)
VC0841,DS205,LSD,Lumpy Skin Disease,2026-05-18,2027-05-18,LSD-2602,Dr. M. Sawant,Completed,Every 12 months
VC0842,DS206,FMD,Foot-and-Mouth Disease,2026-09-07,2027-03-08,FMD-2555,Dr. R. Deshpande,Completed,Every 6 months
VC0843,DS206,HS,Haemorrhagic Septicaemia,2026-03-11,2027-03-11,HS-2507,Dr. P. Naik,Completed,Every 12 months
VC0844,DS206,BQ,Black Quarter,2026-01-29,2027-01-29,BQ-2546,Dr. M. Sawant,Completed,Every 12 months
VC0845,DS206,Brucellosis,Brucellosis,2026-07-31,,Brucellosis-2577,Dr. S. Joshi,Completed,One-time (calfhood)
VC0846,DS206,LSD,Lumpy Skin Disease,2026-08-14,2027-08-14,LSD-2533,Dr. V. Thorat,Completed,Every 12 months
VC0847,DS207,FMD,Foot-and-Mouth Disease,2026-08-30,2027-02-28,FMD-2513,Dr. P. Naik,Completed,Every 6 months
VC0848,DS207,HS,Haemorrhagic Septicaemia,2025-11-22,2026-11-22,HS-2577,Dr. S. Joshi,Completed,Every 12 months
VC0849,DS207,BQ,Black Quarter,2025-12-12,2026-12-12,BQ-2552,Dr. R. Deshpande,Completed,Every 12 months
VC0850,DS207,LSD,Lumpy Skin Disease,2026-01-23,2027-01-23,LSD-2564,Dr. P. Naik,Completed,Every 12 months
VC0851,DS208,FMD,Foot-and-Mouth Disease,2026-08-15,2027-02-13,FMD-2601,Dr. M. Sawant,Completed,Every 6 months
VC0852,DS208,HS,Haemorrhagic Septicaemia,2026-03-05,2027-03-05,HS-2594,Dr. R. Deshpande,Completed,Every 12 months
VC0853,DS208,BQ,Black Quarter,,,,,Due,
VC0854,DS208,Brucellosis,Brucellosis,2025-09-04,,Brucellosis-2590,Dr. A. Kulkarni,Completed,One-time (calfhood)
VC0855,DS208,LSD,Lumpy Skin Disease,2026-07-19,2027-07-19,LSD-2555,Dr. R. Deshpande,Completed,Every 12 months
VC0856,DS209,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0857,DS209,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0858,DS209,BQ,Black Quarter,2026-07-29,2027-07-29,BQ-2590,Dr. P. Naik,Completed,Every 12 months
VC0859,DS209,LSD,Lumpy Skin Disease,2026-01-18,2027-01-18,LSD-2532,Dr. A. Kulkarni,Completed,Every 12 months
VC0860,DS210,FMD,Foot-and-Mouth Disease,2026-03-29,2026-09-27,FMD-2596,Dr. R. Deshpande,Scheduled,Every 6 months
VC0861,DS210,HS,Haemorrhagic Septicaemia,2026-07-03,2027-07-03,HS-2601,Dr. R. Deshpande,Completed,Every 12 months
VC0862,DS210,BQ,Black Quarter,2026-06-15,2027-06-15,BQ-2509,Dr. M. Sawant,Completed,Every 12 months
VC0863,DS210,LSD,Lumpy Skin Disease,,,,,Due,
VC0864,DS211,FMD,Foot-and-Mouth Disease,2026-07-20,2027-01-18,FMD-2517,Dr. P. Naik,Completed,Every 6 months
VC0865,DS211,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0866,DS211,BQ,Black Quarter,2025-11-06,2026-11-06,BQ-2507,Dr. V. Thorat,Completed,Every 12 months
VC0867,DS211,LSD,Lumpy Skin Disease,2026-01-05,2027-01-05,LSD-2519,Dr. S. Joshi,Completed,Every 12 months
VC0868,DS212,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0869,DS212,HS,Haemorrhagic Septicaemia,2026-04-27,2027-04-27,HS-2515,Dr. V. Thorat,Completed,Every 12 months
VC0870,DS212,BQ,Black Quarter,2025-12-14,2026-12-14,BQ-2544,Dr. R. Deshpande,Completed,Every 12 months
VC0871,DS212,LSD,Lumpy Skin Disease,2025-10-24,2026-10-24,LSD-2549,Dr. M. Sawant,Completed,Every 12 months
VC0872,DS213,FMD,Foot-and-Mouth Disease,2026-06-26,2026-12-25,FMD-2501,Dr. S. Joshi,Completed,Every 6 months
VC0873,DS213,HS,Haemorrhagic Septicaemia,2026-06-30,2027-06-30,HS-2552,Dr. M. Sawant,Completed,Every 12 months
VC0874,DS214,FMD,Foot-and-Mouth Disease,2026-07-10,2027-01-08,FMD-2548,Dr. V. Thorat,Completed,Every 6 months
VC0875,DS214,HS,Haemorrhagic Septicaemia,2026-05-11,2027-05-11,HS-2509,Dr. M. Sawant,Completed,Every 12 months
VC0876,DS214,BQ,Black Quarter,2026-08-22,2027-08-22,BQ-2543,Dr. V. Thorat,Completed,Every 12 months
VC0877,DS214,LSD,Lumpy Skin Disease,2026-06-29,2027-06-29,LSD-2526,Dr. S. Joshi,Completed,Every 12 months
VC0878,DS215,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0879,DS215,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0880,DS215,BQ,Black Quarter,2026-08-18,2027-08-18,BQ-2590,Dr. V. Thorat,Completed,Every 12 months
VC0881,DS215,LSD,Lumpy Skin Disease,2025-11-15,2026-11-15,LSD-2564,Dr. S. Joshi,Completed,Every 12 months
VC0882,DS216,FMD,Foot-and-Mouth Disease,2026-06-11,2026-12-10,FMD-2592,Dr. V. Thorat,Completed,Every 6 months
VC0883,DS216,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0884,DS216,BQ,Black Quarter,2026-09-11,2027-09-11,BQ-2523,Dr. P. Naik,Completed,Every 12 months
VC0885,DS216,LSD,Lumpy Skin Disease,2026-02-05,2027-02-05,LSD-2554,Dr. A. Kulkarni,Completed,Every 12 months
VC0886,DS217,FMD,Foot-and-Mouth Disease,2026-07-23,2027-01-21,FMD-2589,Dr. R. Deshpande,Completed,Every 6 months
VC0887,DS217,HS,Haemorrhagic Septicaemia,2026-04-07,2027-04-07,HS-2602,Dr. S. Joshi,Completed,Every 12 months
VC0888,DS217,BQ,Black Quarter,2025-11-12,2026-11-12,BQ-2554,Dr. R. Deshpande,Completed,Every 12 months
VC0889,DS217,LSD,Lumpy Skin Disease,2026-04-19,2027-04-19,LSD-2548,Dr. P. Naik,Completed,Every 12 months
VC0890,DS218,FMD,Foot-and-Mouth Disease,2026-05-15,2026-11-13,FMD-2585,Dr. A. Kulkarni,Completed,Every 6 months
VC0891,DS218,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0892,DS218,BQ,Black Quarter,2026-02-14,2027-02-14,BQ-2502,Dr. V. Thorat,Completed,Every 12 months
VC0893,DS218,LSD,Lumpy Skin Disease,2026-08-12,2027-08-12,LSD-2523,Dr. M. Sawant,Completed,Every 12 months
VC0894,DS219,FMD,Foot-and-Mouth Disease,2026-09-05,2027-03-06,FMD-2503,Dr. S. Joshi,Completed,Every 6 months
VC0895,DS219,HS,Haemorrhagic Septicaemia,2026-06-22,2027-06-22,HS-2601,Dr. A. Kulkarni,Completed,Every 12 months
VC0896,DS219,BQ,Black Quarter,,,,,Due,
VC0897,DS219,Brucellosis,Brucellosis,,,,,Due,
VC0898,DS219,LSD,Lumpy Skin Disease,2026-02-06,2027-02-06,LSD-2593,Dr. R. Deshpande,Completed,Every 12 months
VC0899,DS220,FMD,Foot-and-Mouth Disease,2026-08-31,2027-03-01,FMD-2526,Dr. M. Sawant,Completed,Every 6 months
VC0900,DS220,HS,Haemorrhagic Septicaemia,2026-01-20,2027-01-20,HS-2555,Dr. M. Sawant,Completed,Every 12 months
VC0901,DS220,BQ,Black Quarter,2026-09-06,2027-09-06,BQ-2545,Dr. A. Kulkarni,Completed,Every 12 months
VC0902,DS220,Brucellosis,Brucellosis,,,,,Due,
VC0903,DS220,LSD,Lumpy Skin Disease,,,,,Due,
VC0904,DS221,FMD,Foot-and-Mouth Disease,2026-08-05,2027-02-03,FMD-2604,Dr. V. Thorat,Completed,Every 6 months
VC0905,DS221,HS,Haemorrhagic Septicaemia,2025-09-27,2026-09-27,HS-2560,Dr. V. Thorat,Scheduled,Every 12 months
VC0906,DS221,BQ,Black Quarter,,,,,Due,
VC0907,DS221,LSD,Lumpy Skin Disease,2025-12-25,2026-12-25,LSD-2541,Dr. R. Deshpande,Completed,Every 12 months
VC0908,DS222,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0909,DS222,HS,Haemorrhagic Septicaemia,2026-06-09,2027-06-09,HS-2507,Dr. R. Deshpande,Completed,Every 12 months
VC0910,DS222,BQ,Black Quarter,2026-05-19,2027-05-19,BQ-2570,Dr. P. Naik,Completed,Every 12 months
VC0911,DS222,Brucellosis,Brucellosis,2026-09-05,,Brucellosis-2506,Dr. R. Deshpande,Completed,One-time (calfhood)
VC0912,DS222,LSD,Lumpy Skin Disease,2026-06-22,2027-06-22,LSD-2569,Dr. V. Thorat,Completed,Every 12 months
VC0913,DS223,FMD,Foot-and-Mouth Disease,2026-03-29,2026-09-27,FMD-2536,Dr. P. Naik,Scheduled,Every 6 months
VC0914,DS223,HS,Haemorrhagic Septicaemia,2026-02-03,2027-02-03,HS-2535,Dr. M. Sawant,Completed,Every 12 months
VC0915,DS224,FMD,Foot-and-Mouth Disease,2026-06-23,2026-12-22,FMD-2521,Dr. P. Naik,Completed,Every 6 months
VC0916,DS224,HS,Haemorrhagic Septicaemia,,,,,Due,
VC0917,DS224,BQ,Black Quarter,2026-02-10,2027-02-10,BQ-2532,Dr. A. Kulkarni,Completed,Every 12 months
VC0918,DS224,Brucellosis,Brucellosis,,,,,Due,
VC0919,DS224,LSD,Lumpy Skin Disease,,,,,Due,
VC0920,DS225,FMD,Foot-and-Mouth Disease,,,,,Due,
